Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
IR_0037,2024-06-09,Iran,Tehran,33.1,44,0,128,None,Csa,,Steppe,34.9,14.5,122,Summer,678985,0,61
IR_0038,10/6/2024,Iran,Isfahan,40.4,36,0,96,None,Csa,Arid,Desert,47.0,7.9,216,Summer,208332,0,38
IR_0039,11/6/2024,Iran,Mashhad,35.2,44,0,94,None,BSk,Semi-arid,Urban,38.9,9.7,344,Summer,399708,1279,38
IR_0040,12/6/2024,Iran,Tehran,40.9,48,1.2,92,Drought,BWk,Arid,Urban,55,3.5,226,Summer,1114122,272412,71
IR_0041,13/6/2024,Iran,Isfahan,33.6,NA,5.5,67,NA,BWk,Semi-arid,Urban,42.3,3.7,279,Summer,146060,0,42
IR_0042,14/6/2024,Iran,Mashhad,35.0,38,1.6,113,None,BSk,Semi-arid,Urban,36.6,5.9,156,Summer,462138,0,48
IR_0043,15/6/2024,Iran,Tehran,41.1,80,0,83,Drought,BSk,Arid,Desert,55,9.9,308,Summer,2268324,38571,66
IR_0044,16/6/2024,Iran,Isfahan,35.5,60,4.5,115,None,BSk,Semi-arid,Desert,46.6,12.8,117,Summer,171185,0,45
IR_0045,17/6/2024,Iran,Mashhad,35.6,36,12.4,103,,Csa,Arid,Urban,,,18,Summer,709977,1531835,76
IR_0046,18/6/2024,Iran,Tehran,37.5,57,0,90,None,BSk,Arid,Steppe,51.3,13.0,345,Summer,599071,21924,44
IR_0047,19/6/2024,Iran,Isfahan,37.0,76,0,59,Heatwave,Csa,Arid,Urban,55,5.6,209,Summer,363704,1697662,72
IR_0048,20/6/2024,Iran,Mashhad,37.6,56,0,115,None,BWk,Semi-arid,Steppe,51.0,4.8,158,Summer,240355,0,41
IR_0049,21/6/2024,Iran,Tehran,36.2,57,27.6,127,None,BSk,Arid,Steppe,47.1,14.0,358,Summer,581153,28118,52
IR_0050,22/6/2024,Iran,Isfahan,32.8,77,0,74,None,Csa,Arid,Steppe,45.9,4.2,290,Summer,240651,0,43
IR_0051,23/6/2024,Iran,Mashhad,34.6,61,0,104,None,BWk,Arid,Urban,44.3,7.5,268,NA,311250,0,64
IR_0052,24/6/2024,Iran,Tehran,32.6,73,4.3,110,Heatwave,BWk,Arid,Desert,43.5,11.7,87,Summer,1383566,38427,64
IR_0053,25/6/2024,Iran,Isfahan,41.6,43,0,95,None,BSk,Arid,Steppe,54.7,10.4,123,Summer,"296,164","11,416",65
IR_0054,26/6/2024,Iran,Mashhad,32.7,37,0.4,98,None,BSk,Arid,Steppe,32.7,2.4,329,Summer,398106,0,64
IR_0055,27/6/2024,Iran,Tehran,34.0,73,0,114,None,BSk,Semi-arid,Urban,48.3,6.1,242,Summer,555168,0,64
IR_0056,28/6/2024,Iran,Isfahan,34.3,44,0,92,None,BSk,Semi-arid,Steppe,37.1,14.2,89,Summer,176926,0,60
IR_0057,29/6/2024,Iran,Mashhad,34.4,47,0,76,None,Csa,Semi-arid,Urban,38.2,2.7,54,Summer,"479,439",0,54
IR_0058,30/6/2024,Iran,Tehran,35.3,57,0,132,Drought,BWk,Arid,Desert,44.5,14.1,220,Summer,2900848,363391,62
IR_0059,1/7/2024,Iran,Isfahan,37.0,64,0,77,Drought,BSk,Semi-arid,Steppe,54.0,11.7,329,Summer,587985,2737145,93
IR_0060,2/7/2024,Iran,Mashhad,32.5,67,0,93,None,BSk,Arid,Desert,40.7,10.1,294,Summer,266156,0,40
IR_0061,3/7/2024,Iran,Tehran,34.9,49,1.8,105,None,BSk,Arid,Steppe,40.1,10.7,251,Summer,936231,0,61
IR_0062,4/7/2024,Iran,Isfahan,39.1,72,0,106,Heatwave,BSk,Arid,Steppe,55,12.6,247,Summer,316683,16337,75
IR_0063,5/7/2024,Iran,Mashhad,36.4,36,0,90,None,BSk,Arid,Desert,38.6,3.6,341,Summer,218203,0,56
IR_0064,6/7/2024,Iran,Tehran,36.4,63,0,100,None,NA,Arid,Steppe,51.2,6.5,335,Summer,NA,0,46
IR_0065,7/7/2024,Iran,Isfahan,41.5,42,0,69,None,Csa,Arid,Desert,53.7,13.4,17,Summer,146066,0,35
IR_0066,8/7/2024,Iran,Mashhad,35.6,60,10.7,116,Heatwave,BSk,Semi-arid,Urban,46.9,12.2,106,Summer,328041,368769,84
IR_0067,9/7/2024,Iran,Tehran,38.9,79,0,136,Heatwave,Csa,Semi-arid,Steppe,55,11.8,300,Summer,3984959,55341,60
IR_0068,10/7/2024,Iran,Isfahan,40.3,50,0,NA,None,Csa,Arid,,55,NA,240,Summer,256657,0,63
IR_0069,11/7/2024,Iran,Mashhad,32.5,74,0,81,None,BWk,Arid,Urban,43.6,13.5,229,Summer,188739,0,65
IR_0070,12/7/2024,Iran,Tehran,34.0,52,5.8,93,None,BWk,,Desert,39.1,13.5,321,Summer,672336,0,59
IR_0071,13/7/2024,Iran,Isfahan,36.2,61,0,78,Drought,NA,Semi-arid,Steppe,49.4,11.9,330,Summer,191592,28829,93
IR_0072,14/7/2024,Iran,Mashhad,41.1,72,0,87,Drought,BSk,Arid,Desert,55,6.2,57,Summer,561253,940386,72
IR_0073,15/7/2024,Iran,Tehran,36.5,82,3.4,115,None,BSk,Semi-arid,Steppe,55,13.5,108,Summer,1347944,0,53
IR_0074,16/7/2024,Iran,Isfahan,32.6,55,1.7,73,None,BSk,Arid,Steppe,36.9,11.9,288,Summer,102878,0,44
IR_0075,17/7/2024,Iran,Mashhad,32.7,61,0.3,86,Drought,NA,Semi-arid,Urban,39.1,9.7,15,Summer,784101,105962,
IR_0076,18/7/2024,Iran,Tehran,33.4,58,2.5,128,None,NA,NA,Urban,NA,6.8,286,Summer,902730,0,45
IR_0077,19/7/2024,Iran,Isfahan,38.4,80,0.2,85,Drought,BSk,Arid,Desert,55,11.2,327,Summer,645982,65800,83
IR_0078,20/7/2024,Iran,Mashhad,36.3,61,1.5,74,Drought,Csa,Arid,Steppe,49.7,9.3,238,Summer,871494,878550,51
IR_0079,21/7/2024,Iran,Tehran,33.8,63,2.3,131,None,BSk,Arid,Steppe,42.9,3.1,172,Summer,454766,0,65
IR_0080,2024-07-22,Iran,Isfahan,42.0,78,0,81,None,BWk,Arid,Desert,55,6.2,53,Summer,270943,0,36
IR_0081,23/7/2024,Iran,Mashhad,36.5,63,0,122,None,Csa,Arid,Urban,51.6,9.2,318,Summer,445702,0,43
IR_0082,24/7/2024,Iran,Tehran,36.0,69,0.9,126,Heatwave,Csa,Semi-arid,Urban,53.5,9.1,244,Summer,2196213,76870,48
IR_0083,25/7/2024,Iran,Isfahan,35.5,50,0,101,None,BWk,Semi-arid,Steppe,41.9,14.7,153,Summer,104018,0,62
IR_0084,26/7/2024,Iran,Mashhad,33.2,66,0,110,None,,Semi-arid,Steppe,42.4,11.1,NA,Summer,389328,NA,63
IR_0085,27/7/2024,Iran,Tehran,,62,,127,None,Csa,Arid,NA,55,4.5,222,Summer,901075,0,55
IR_0086,28/7/2024,Iran,Isfahan,34.1,64,0.3,99,None,BSk,Semi-arid,Steppe,44.2,9.5,354,Summer,130913,0,53
IR_0087,29/7/2024,Iran,Mashhad,32.7,48,1.9,121,None,BSk,Arid,Urban,35.2,10.9,172,Summer,268580,0,56
IR_0088,30/7/2024,Iran,Tehran,,40,0,,None,BSk,Arid,Urban,43.4,2.7,128,Summer,546094,0,38
IR_0089,31/7/2024,Iran,Isfahan,NA,55,0,67,Drought,BSk,Arid,Urban,55,4.8,,Summer,290998,1921966,62
IR_0090,1/8/2024,Iran,Mashhad,40.9,47,0,80,,BSk,Arid,Steppe,55,12.7,57,Summer,464299,,76
IR_0091,2/8/2024,Iran,Tehran,41.0,85,0,NA,Drought,Csa,Semi-arid,Urban,55,11.5,282,Summer,974566,NA,
IR_0092,3/8/2024,Iran,Isfahan,35.8,45,0,68,Drought,BWk,Semi-arid,Steppe,40.6,5.7,138,Summer,323994,246935,71
IR_0093,4/8/2024,Iran,Mashhad,40.8,85,1.8,93,Heatwave,Csa,Semi-arid,Steppe,55,5.1,86,Summer,502683,0,63
IR_0094,5/8/2024,Iran,Tehran,41.4,46,4.3,124,Drought,BSk,Semi-arid,Steppe,55,3.8,7,Summer,3180064,186913,56
IR_0095,6/8/2024,Iran,Isfahan,33.7,,0,98,None,Csa,Semi-arid,Steppe,52.7,11.2,NA,Summer,268314,32350,38
IR_0096,7/8/2024,Iran,Mashhad,34.4,36,2.4,95,None,BSk,Semi-arid,Desert,35.1,8.4,15,Summer,274224,49423,39
IR_0097,8/8/2024,Iran,Tehran,40.5,57,0,125,None,BWk,Arid,Steppe,55,13.3,191,Summer,1309628,0,44
IR_0098,9/8/2024,Iran,Isfahan,36.1,39,0,117,None,Csa,Semi-arid,Steppe,39.0,9.6,239,Summer,175143,0,41
IR_0099,10/8/2024,Iran,Mashhad,34.1,70,0,75,None,BWk,Semi-arid,Steppe,47.1,10.2,304,Summer,428991,0,53
IR_0099,10/8/2024,Iran,Mashhad,34.1,70,0,75,None,BWk,Semi-arid,Steppe,47.1,10.2,304,Summer,428991,0,53
IR_0100,11/8/2024,Iran,Tehran,34.3,43,,97,None,Csa,,Steppe,36.8,8.9,237,Summer,1337391,NA,64
IR_0101,12/8/2024,Iran,Isfahan,37.2,53,0,70,Heatwave,BSk,Semi-arid,Steppe,47.9,6.9,18,NA,344567,954362,64
IR_0102,13/8/2024,Iran,Mashhad,38.1,71,2.3,69,Heatwave,BSk,Semi-arid,Steppe,55,6.4,240,Summer,332134,3518070,83
IR_0103,14/8/2024,Iran,Tehran,33.6,81,1.2,82,None,Csa,Semi-arid,Desert,51.1,2.5,143,Summer,652303,0,60
IR_0104,15/8/2024,Iran,Isfahan,32.4,72,0,67,None,Csa,Semi-arid,Desert,42.4,10.3,NA,Summer,NA,,44
IR_0105,16/8/2024,Iran,Mashhad,33.4,67,0,116,None,BSk,Arid,Desert,43.4,6.9,358,Summer,279490,0,40
IR_0106,17/8/2024,Iran,Tehran,41.8,68,0,108,None,Csa,Semi-arid,Urban,55,11.6,107,Summer,1063758,0,64
IR_0106,17/8/2024,Iran,Tehran,41.8,68,0,108,None,Csa,Semi-arid,Urban,55,11.6,107,Summer,1063758,0,64
IR_0107,18/8/2024,Iran,Isfahan,41.5,55,7.3,112,Heatwave,Csa,Semi-arid,Steppe,55,7.7,150,Summer,355022,3235275,65
IR_0108,19/8/2024,Iran,Mashhad,38.0,79,1.3,99,Drought,BWk,Semi-arid,Urban,55,11.9,344,Summer,673090,51083,53
IR_0109,20/8/2024,Iran,Tehran,34.8,38,11.7,80,Heatwave,BSk,Arid,Urban,36.3,3.3,336,Summer,824593,0,90
IR_0110,21/8/2024,Iran,Isfahan,39.5,50,,83,None,Csa,Semi-arid,Urban,53.2,3.9,59,Summer,276098,0,46
IR_0111,22/8/2024,Iran,Mashhad,38.2,79,0,74,Heatwave,BWk,Arid,Steppe,55,10.7,50,Summer,"536,169",0,50
IR_0112,23/8/2024,Iran,Tehran,37.2,69,0,97,None,BSk,Arid,Urban,55,12.1,318,Summer,1065695,0,42
IR_0113,24/8/2024,Iran,Isfahan,39.1,71,3.5,73,None,BSk,Arid,Desert,55,14.6,116,Summer,204947,0,49
IR_0114,25/8/2024,Iran,Mashhad,34.2,55,0,66,None,BWk,Semi-arid,Urban,40.7,10.5,350,Summer,393721,0,62
IR_0115,26/8/2024,Iran,Tehran,36.9,40,0.7,105,Heatwave,BWk,Arid,Urban,41.0,10.4,294,Summer,"2,178,360",0,73
IR_0116,27/8/2024,Iran,Isfahan,33.5,48,0,83,None,BWk,Arid,Urban,36.7,3.8,65,Summer,286023,0,48
IR_0117,28/8/2024,Iran,Mashhad,37.5,51,1.4,94,Heatwave,BSk,Semi-arid,Steppe,47.7,3.3,206,Summer,572746,53361,52
IR_0118,2024-08-29,Iran,Tehran,38.7,80,4.3,92,None,Csa,Semi-arid,Desert,55,11.4,34,Summer,1220956,0,42
IR_0119,30/8/2024,Iran,Isfahan,41.8,47,0,96,None,BWk,Arid,Steppe,55,2.8,168,Summer,281615,7061,58
IR_0120,31/8/2024,Iran,Mashhad,35.2,49,0,65,None,BSk,Semi-arid,Urban,40.8,6.8,191,Summer,395946,0,45
IR_0121,1/9/2024,Iran,Tehran,NA,52,0,130,None,BWk,Arid,Desert,19.3,8.8,116,Autumn,910153,0,39
IR_0122,2/9/2024,Iran,Isfahan,20.8,77,0,67,Storm,BSk,Semi-arid,Desert,20.8,17.0,207,Autumn,627544,704709,74
IR_0123,3/9/2024,Iran,Mashhad,15.8,42,0,81,Flood,BWk,Semi-arid,Desert,15.8,3.3,83,Autumn,1257153,978820,55
IR_0124,4/9/2024,Iran,Tehran,17.0,48,0,109,None,BSk,Arid,Urban,17.0,13.1,262,Autumn,541022,41878,63
IR_0125,5/9/2024,Iran,Isfahan,16.3,52,1.8,90,Flood,BWk,Arid,Urban,16.3,12.3,48,Autumn,619285,107187,53
IR_0126,6/9/2024,Iran,Mashhad,21.0,,0,,None,Csa,Arid,Urban,21.0,4.1,304,Autumn,359539,38327,46
IR_0127,7/9/2024,Iran,Tehran,21.7,55,0,85,Cold Wave,Csa,Arid,Desert,21.7,7.9,101,Autumn,2605716,428093,89
IR_0128,8/9/2024,Iran,Isfahan,20.1,65,0.2,108,None,BSk,Semi-arid,Urban,20.1,12.5,159,Autumn,"169,398",0,49
IR_0129,9/9/2024,Iran,Mashhad,21.7,61,0,118,Cold Wave,BSk,Semi-arid,Desert,21.7,12.9,248,Autumn,"616,322","100,152",67
IR_0130,10/9/2024,Iran,Tehran,18.3,60,4.5,95,None,Csa,Semi-arid,Desert,18.3,7.6,316,Autumn,662525,28816,62
IR_0131,11/9/2024,Iran,Isfahan,22.5,72,0.8,69,None,Csa,Arid,Desert,22.5,13.6,28,Autumn,119829,0,41
IR_0132,12/9/2024,Iran,Mashhad,16.4,78,3.0,93,None,Csa,Semi-arid,Desert,16.4,11.4,13,Autumn,281221,0,52
IR_0133,13/9/2024,Iran,Tehran,20.6,70,0,119,None,BSk,Arid,Steppe,20.6,11.5,22,Autumn,459570,0,58
IR_0134,14/9/2024,Iran,Isfahan,17.2,48,16.5,63,Cold Wave,BWk,Arid,Urban,17.2,2.9,354,Autumn,447631,87864,74
IR_0135,15/9/2024,Iran,Mashhad,20.0,55,0,78,None,BSk,Semi-arid,Steppe,20.0,2.7,342,Autumn,205064,31278,40
IR_0136,16/9/2024,Iran,Tehran,23.7,78,0.2,123,None,BWk,Semi-arid,Desert,23.7,3.2,212,Autumn,1104975,0,41
IR_0137,17/9/2024,Iran,Isfahan,14.7,84,0,72,None,BSk,Semi-arid,Steppe,14.7,13.5,169,Autumn,202857,0,59
IR_0138,18/9/2024,Iran,Mashhad,20.8,69,3.5,80,None,BWk,Arid,Desert,20.8,10.2,18,Autumn,256397,0,53
IR_0139,19/9/2024,Iran,Tehran,19.7,54,0.2,124,None,BWk,Semi-arid,Urban,19.7,15.0,248,Autumn,936179,19085,44
IR_0140,20/9/2024,Iran,Isfahan,20.7,71,4.2,100,None,BWk,Semi-arid,Urban,20.7,5.6,126,Autumn,151481,0,54
IR_0140,20/9/2024,Iran,Isfahan,20.7,71,4.2,100,None,BWk,Semi-arid,Urban,20.7,5.6,126,Autumn,151481,0,54
IR_0141,21/9/2024,Iran,Mashhad,15.7,46,26.0,,NA,Csa,Semi-arid,NA,15.7,11.9,96,Autumn,358359,0,38
IR_0142,22/9/2024,Iran,Tehran,20.2,51,1.6,110,None,BSk,Semi-arid,Desert,20.2,6.5,150,Autumn,716281,0,39
IR_0143,23/9/2024,Iran,Isfahan,22.3,64,0,110,None,BWk,Arid,Steppe,22.3,4.2,20,Autumn,118673,0,62
IR_0144,24/9/2024,Iran,Mashhad,18.1,82,3.7,96,Storm,Csa,Arid,Desert,18.1,23.9,112,Autumn,387478,1049311,65
IR_0145,25/9/2024,Iran,Tehran,17.3,53,0,126,None,Csa,Arid,Urban,17.3,2.7,296,NA,1103259,0,55
IR_0146,26/9/2024,Iran,Isfahan,20.8,78,0,87,None,Csa,Arid,Urban,20.8,10.5,153,Autumn,174473,0,62
IR_0147,2024-09-27,Iran,Mashhad,18.8,56,1.0,78,None,Csa,Semi-arid,Steppe,18.8,6.9,89,Autumn,349037,0,37
IR_0148,28/9/2024,Iran,Tehran,18.7,62,0,84,None,BWk,Arid,Steppe,18.7,14.5,15,Autumn,1333629,0,45
IR_0149,29/9/2024,Iran,Isfahan,14.9,54,0,106,None,BSk,Semi-arid,Urban,14.9,14.8,151,Autumn,288058,0,39
IR_0150,30/9/2024,Iran,Mashhad,17.4,58,1.4,94,Flood,BWk,Semi-arid,Urban,17.4,7.2,85,Autumn,788649,485317,63
IR_0151,1/10/2024,Iran,Tehran,18.6,52,0,113,None,Csa,Arid,Steppe,18.6,9.0,312,Autumn,717696,0,37
IR_0152,2/10/2024,Iran,Isfahan,19.1,75,23.0,82,None,BSk,Arid,Desert,19.1,3.8,335,Autumn,205875,0,57
IR_0153,3/10/2024,Iran,Mashhad,18.5,50,0,92,None,Csa,Semi-arid,Urban,18.5,3.6,204,Autumn,385355,26276,59
IR_0154,4/10/2024,Iran,Tehran,22.0,77,0.9,138,None,BSk,Arid,Urban,22.0,6.6,70,Autumn,1063788,0,63
IR_0155,5/10/2024,Iran,Isfahan,22.8,58,2.0,94,None,BSk,Arid,Steppe,22.8,12.8,201,Autumn,182323,32394,35
IR_0156,6/10/2024,Iran,Mashhad,21.6,76,0,113,Flood,BSk,Semi-arid,Urban,21.6,5.8,203,Autumn,662119,327700,56
IR_0156,6/10/2024,Iran,Mashhad,21.6,76,0,113,Flood,BSk,Semi-arid,Urban,21.6,5.8,203,Autumn,662119,327700,56
IR_0157,7/10/2024,Iran,Tehran,16.0,,2.3,117,None,Csa,Arid,Urban,16.0,14.1,169,Autumn,834236,0,56
IR_0158,8/10/2024,Iran,Isfahan,22.4,45,0,85,None,BWk,Semi-arid,Steppe,22.4,13.1,281,Autumn,178138,0,NA
IR_0159,9/10/2024,Iran,Mashhad,20.0,42,1.6,103,None,Csa,Arid,Urban,20.0,3.3,16,Autumn,327456,0,35
IR_0160,10/10/2024,Iran,Tehran,21.5,65,4.5,139,None,Csa,Semi-arid,Urban,21.5,10.9,335,Autumn,926927,0,40
IR_0161,11/10/2024,Iran,Isfahan,20.5,58,0,61,None,Csa,Semi-arid,Steppe,20.5,14.1,150,Autumn,130338,0,41
IR_0162,12/10/2024,Iran,Mashhad,16.9,43,20.0,82,None,Csa,Arid,Steppe,16.9,7.9,200,Autumn,231088,0,56
IR_0163,13/10/2024,Iran,Tehran,23.0,85,0,124,None,Csa,Semi-arid,Steppe,23.0,6.9,62,Autumn,949062,0,57
IR_0164,14/10/2024,Iran,Isfahan,15.3,53,0,88,None,Csa,Arid,Desert,15.3,12.0,173,Autumn,197602,0,57
IR_0165,15/10/2024,Iran,Mashhad,23.5,68,0,110,None,Csa,Arid,Steppe,23.5,9.1,329,Autumn,310537,39281,44
IR_0166,16/10/2024,Iran,Tehran,22.0,54,0,97,Storm,BSk,Semi-arid,Desert,22.0,21.1,101,Autumn,1049138,1222969,52
IR_0167,17/10/2024,Iran,Isfahan,,65,,114,None,BSk,,Urban,19.4,5.1,278,Autumn,105663,0,48
IR_0168,18/10/2024,Iran,Mashhad,17.3,63,0.9,67,None,BSk,NA,,17.3,8.6,93,Autumn,313035,0,45
IR_0169,19/10/2024,Iran,Tehran,21.5,46,0,136,None,BWk,Semi-arid,Steppe,21.5,2.5,319,Autumn,1046563,0,45
IR_0170,20/10/2024,Iran,Isfahan,16.1,55,,89,None,BWk,Arid,Desert,16.1,8.3,32,Autumn,135286,0,
IR_0171,21/10/2024,Iran,Mashhad,14.1,57,0,82,None,BSk,Semi-arid,Steppe,14.1,2.8,214,Autumn,202250,0,39
IR_0172,22/10/2024,Iran,Tehran,17.5,84,0,133,None,BSk,Arid,Desert,17.5,4.9,185,Autumn,586582,0,39
IR_0173,23/10/2024,Iran,Isfahan,17.6,56,0,62,None,Csa,Semi-arid,Desert,17.6,7.7,248,Autumn,233737,6243,43
IR_0174,24/10/2024,Iran,Mashhad,17.3,63,0,90,None,BWk,Arid,Steppe,17.3,2.5,109,Autumn,165325,0,57
IR_0175,25/10/2024,Iran,Tehran,16.8,53,0,124,None,BWk,Semi-arid,Urban,16.8,12.3,350,Autumn,1200552,25756,63
IR_0176,26/10/2024,Iran,Isfahan,18.2,52,1.7,97,None,Csa,Semi-arid,Urban,18.2,2.5,170,Autumn,199924,0,51
IR_0177,27/10/2024,Iran,Mashhad,18.5,57,0.3,73,None,Csa,Arid,Steppe,18.5,6.3,1,Autumn,293888,0,64
IR_0178,28/10/2024,Iran,Tehran,15.1,37,0,135,None,BWk,Semi-arid,Steppe,15.1,7.7,351,Autumn,1242465,0,64
IR_0179,29/10/2024,Iran,Isfahan,17.9,73,0,85,None,Csa,Arid,Steppe,17.9,14.1,95,Autumn,294386,34477,52
IR_0180,30/10/2024,Iran,Mashhad,23.3,53,0,92,None,Csa,Semi-arid,Urban,23.3,8.2,297,Autumn,433299,0,60
IR_0181,31/10/2024,Iran,Tehran,14.9,72,0,102,None,BSk,Arid,Desert,14.9,8.2,318,Autumn,1159562,0,45
IR_0182,1/11/2024,Iran,Isfahan,23.7,42,NA,64,None,BSk,Arid,Steppe,23.7,10.5,102,Autumn,227841,15480,40
IR_0183,2024-11-02,Iran,Mashhad,19.5,49,0,108,None,Csa,Semi-arid,Desert,19.5,5.1,93,Autumn,298358,0,59
IR_0184,3/11/2024,Iran,Tehran,16.8,72,0.2,126,None,BSk,Semi-arid,Desert,16.8,10.7,231,Autumn,945366,0,50
IR_0185,4/11/2024,Iran,Isfahan,23.2,50,0,93,None,BSk,Arid,Urban,23.2,14.8,302,Autumn,198527,5857,42
IR_0186,5/11/2024,Iran,Mashhad,16.1,50,0,103,None,BSk,Semi-arid,Urban,16.1,14.3,58,Autumn,175065,6240,65
IR_0187,6/11/2024,Iran,Tehran,23.2,65,0,129,None,BSk,Arid,Desert,23.2,11.4,178,Autumn,"804,266",0,65
IR_0188,7/11/2024,Iran,Isfahan,22.4,40,4.3,122,None,Csa,Semi-arid,Urban,22.4,13.9,236,Autumn,285308,19032,41
