Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
RU_0106,17/8/2024,Russia,Moscow,21.4,70,0,67,None,Dfc,Continental,Urban,21.4,5.5,77,Summer,1230939,9275,40
RU_0106,17/8/2024,Russia,Moscow,21.4,70,0,67,None,Dfc,Continental,Urban,21.4,5.5,77,Summer,1230939,9275,40
RU_0107,2024-08-18,Russia,Saint Petersburg,25.6,65,0,75,None,Dfc,Continental,Forest,25.6,12.1,61,Summer,483554,0,57
RU_0108,19/8/2024,Russia,Kazan,26.4,48,0,95,None,Dfb,Subarctic,Taiga,26.4,3.8,191,Summer,129276,0,65
RU_0109,20/8/2024,Russia,Moscow,28.9,36,25.0,106,None,Dfc,Continental,Urban,28.2,14.9,312,Summer,1721359,0,60
RU_0110,21/8/2024,Russia,Saint Petersburg,26.2,75,0,114,None,Dfb,Continental,Urban,26.2,12.3,343,Summer,757182,0,36
RU_0111,22/8/2024,Russia,Kazan,29.0,81,0,NA,Heatwave,Dfb,Subarctic,Urban,35.0,,193,Summer,523725,79680,73
RU_0112,23/8/2024,Russia,Moscow,29.0,80,4.9,69,None,Dfb,Subarctic,Urban,34.7,6.4,230,Summer,1339904,33459,56
RU_0113,2024-08-24,Russia,Saint Petersburg,27.7,41,2.5,100,None,Dfc,Continental,Taiga,27.5,9.8,181,Summer,424248,0,61
RU_0114,25/8/2024,Russia,Kazan,NA,73,0,99,None,Dfb,Subarctic,Taiga,24.4,10.1,221,Summer,80550,26691,NA
RU_0115,26/8/2024,Russia,Moscow,22.8,38,,,Heatwave,Dfc,Subarctic,Forest,22.8,9.2,33,Summer,2695604,87159,44
RU_0116,27/8/2024,Russia,Saint Petersburg,28.3,41,0,78,None,Dfc,Continental,Urban,28.0,7.6,160,Summer,305702,0,60
RU_0117,28/8/2024,Russia,Kazan,24.2,37,3.3,56,None,Dfc,Subarctic,Urban,24.2,2.5,260,Summer,111297,0,45
RU_0118,29/8/2024,Russia,Moscow,23.2,41,1.9,115,None,Dfb,Subarctic,Urban,23.2,7.2,299,Summer,1295291,0,45
RU_0119,30/8/2024,Russia,Saint Petersburg,25.1,78,2.7,90,Storm,Dfb,Subarctic,Urban,25.1,15.4,102,Summer,777226,228742,55
RU_0120,31/8/2024,Russia,Kazan,30.2,42,0,82,None,Dfc,Continental,Urban,30.2,5.4,287,Summer,102813,0,56
RU_0121,1/9/2024,Russia,Moscow,3.8,62,NA,111,None,Dfb,Subarctic,,3.8,5.6,233,Autumn,NA,0,40
RU_0122,2/9/2024,Russia,Saint Petersburg,2.4,84,,107,,Dfc,NA,Taiga,2.4,11.5,282,Autumn,328699,0,42
RU_0123,3/9/2024,Russia,Kazan,2.6,54,0.8,90,None,Dfb,Continental,Urban,2.6,13.2,239,Autumn,70030,47190,63
RU_0124,4/9/2024,Russia,Moscow,6.1,40,23.6,90,None,Dfc,Continental,Taiga,6.1,13.7,345,Autumn,1345558,0,44
RU_0125,5/9/2024,Russia,Saint Petersburg,-0.5,46,0,69,None,Dfb,Subarctic,Forest,-0.5,8.1,170,Autumn,753684,0,58
RU_0126,6/9/2024,Russia,Kazan,,59,0,102,None,NA,Subarctic,Urban,-1.2,4.7,42,,93847,30829,48
RU_0127,7/9/2024,Russia,Moscow,3.6,80,0,118,None,Dfc,Continental,Urban,3.6,11.0,38,Autumn,1543379,0,64
RU_0128,8/9/2024,Russia,Saint Petersburg,1.9,55,0,119,None,Dfc,Continental,Forest,1.9,11.8,35,Autumn,602945,0,38
RU_0129,9/9/2024,Russia,Kazan,0.2,72,0,62,None,Dfb,Continental,Urban,0.2,13.4,227,Autumn,81583,0,55
RU_0130,10/9/2024,Russia,Moscow,1.6,,0,110,NA,,Subarctic,Taiga,1.6,2.7,219,Autumn,1055348,0,52
RU_0131,11/9/2024,Russia,Saint Petersburg,-0.3,55,4.0,73,None,Dfb,Subarctic,Urban,-0.3,12.1,143,Autumn,791213,0,62
RU_0131,11/9/2024,Russia,Saint Petersburg,-0.3,55,4.0,73,None,Dfb,Subarctic,Urban,-0.3,12.1,143,Autumn,791213,0,62
RU_0132,12/9/2024,Russia,Kazan,0.2,72,0,73,None,Dfb,Subarctic,Taiga,0.2,14.6,77,Autumn,127865,0,39
RU_0133,13/9/2024,Russia,Moscow,5.4,53,0,102,None,Dfc,Subarctic,Taiga,5.4,12.6,65,Autumn,1400764,0,59
RU_0134,14/9/2024,Russia,Saint Petersburg,6.6,59,0,60,Flood,Dfb,Continental,Urban,6.6,6.0,58,Autumn,1388254,432383,87
RU_0135,15/9/2024,Russia,Kazan,6.1,51,0,78,,,Continental,Taiga,6.1,12.4,148,Autumn,112497,32281,58
RU_0136,16/9/2024,Russia,Moscow,1.1,41,0,111,None,Dfb,Continental,Urban,1.1,2.8,184,Autumn,1371137,0,63
RU_0137,17/9/2024,Russia,Saint Petersburg,7.2,47,0,60,None,Dfc,Continental,Forest,7.2,8.2,266,Autumn,720949,0,56
RU_0138,18/9/2024,Russia,Kazan,1.4,45,0,68,None,Dfc,Subarctic,Forest,1.4,7.9,279,Autumn,146617,0,45
RU_0139,19/9/2024,Russia,Moscow,-0.5,45,0.6,120,None,Dfc,Subarctic,Forest,-0.5,2.4,287,Autumn,937755,0,37
RU_0140,20/9/2024,Russia,Saint Petersburg,-0.7,55,0,118,None,Dfb,,,-0.7,9.3,199,Autumn,572252,20390,
RU_0141,21/9/2024,Russia,Kazan,5.4,60,0,87,None,Dfc,Subarctic,Urban,5.4,12.2,296,Autumn,149756,0,55
RU_0142,22/9/2024,Russia,Moscow,-1.8,39,0,87,None,Dfb,Subarctic,Taiga,-1.8,5.7,198,,906630,,56
RU_0143,23/9/2024,Russia,Saint Petersburg,6.5,73,,115,None,Dfb,Subarctic,NA,NA,2.8,137,Autumn,540827,9065,53
RU_0144,24/9/2024,Russia,Kazan,2.2,62,0.9,112,None,Dfb,Subarctic,Forest,2.2,11.5,149,Autumn,141473,0,48
RU_0145,25/9/2024,Russia,Moscow,1.2,61,0,72,None,Dfc,Continental,Taiga,1.2,7.2,278,Autumn,1253602,0,52
RU_0146,26/9/2024,Russia,Saint Petersburg,6.0,61,0,107,None,Dfb,Subarctic,Forest,6.0,10.3,248,Autumn,598702,0,61
RU_0147,2024-09-27,Russia,Kazan,3.4,57,0,60,None,Dfc,Continental,Urban,3.4,14.9,162,Autumn,178216,0,65
RU_0148,28/9/2024,Russia,Moscow,NA,45,0,94,NA,Dfb,Subarctic,Forest,,7.0,251,Autumn,2030236,1826187,46
RU_0149,29/9/2024,Russia,Saint Petersburg,3.0,58,0,,None,Dfb,Continental,Forest,3.0,14.3,27,Autumn,NA,,46
RU_0150,30/9/2024,Russia,Kazan,4.6,65,0,62,None,Dfb,Continental,Forest,4.6,2.5,234,Autumn,85712,28967,58
RU_0151,1/10/2024,Russia,Moscow,6.6,72,14.0,81,None,Dfb,Continental,Taiga,NA,5.9,206,Autumn,"817,479",0,42
RU_0152,2/10/2024,Russia,Saint Petersburg,5.6,45,3.6,95,None,Dfb,Subarctic,Urban,5.6,8.1,222,Autumn,384977,0,38
RU_0153,3/10/2024,Russia,Kazan,-0.6,76,4.7,61,None,Dfc,Subarctic,Forest,-0.6,6.4,47,Autumn,175615,0,55
RU_0154,4/10/2024,Russia,Moscow,7.4,75,0,85,None,Dfc,Subarctic,Taiga,7.4,4.7,177,Autumn,,23258,50
RU_0155,5/10/2024,Russia,Saint Petersburg,2.7,36,0,64,Flood,Dfc,Continental,Taiga,2.7,2.0,244,Autumn,1276810,559107,73
RU_0156,6/10/2024,Russia,Kazan,0.6,67,0,65,None,Dfc,Continental,Taiga,0.6,5.3,256,Autumn,161439,0,37
RU_0157,7/10/2024,Russia,Moscow,1.0,73,19.2,122,None,Dfc,Subarctic,Taiga,1.0,10.4,15,Autumn,690110,0,59
RU_0158,8/10/2024,Russia,Saint Petersburg,0.7,60,1.0,82,None,Dfc,Subarctic,Forest,0.7,2.1,157,Autumn,680714,0,52
RU_0159,9/10/2024,Russia,Kazan,5.2,49,3.9,83,Storm,Dfc,Continental,Taiga,5.2,27.7,289,Autumn,515952,54896,58
RU_0160,10/10/2024,Russia,Moscow,3.2,77,0,111,Storm,Dfb,Continental,Taiga,3.2,34.4,293,Autumn,5523968,810029,48
RU_0161,11/10/2024,Russia,Saint Petersburg,3.4,61,0,79,Cold Wave,Dfb,Continental,Taiga,3.4,10.3,,Autumn,741017,0,52
RU_0162,12/10/2024,Russia,Kazan,1.2,75,0,107,None,Dfc,Continental,Taiga,1.2,4.2,185,Autumn,127684,0,60
RU_0163,13/10/2024,Russia,Moscow,6.6,35,0,94,Cold Wave,Dfc,Continental,Taiga,6.6,5.3,325,Autumn,2506610,5771,62
RU_0164,14/10/2024,Russia,Saint Petersburg,3.6,85,0,61,NA,Dfb,Continental,Taiga,3.6,NA,205,Autumn,NA,37756,38
RU_0165,15/10/2024,Russia,Kazan,7.7,41,0,95,Storm,Dfc,,Forest,7.7,24.5,,Autumn,278653,75522,NA
RU_0165,15/10/2024,Russia,Kazan,7.7,41,0,95,Storm,Dfc,,Forest,7.7,24.5,,Autumn,278653,75522,NA
RU_0166,16/10/2024,Russia,Moscow,-0.5,43,3.2,116,None,Dfb,Continental,Urban,-0.5,3.6,108,Autumn,1104906,0,48
RU_0167,17/10/2024,Russia,Saint Petersburg,6.7,57,0,98,None,Dfc,Subarctic,Urban,6.7,8.5,NA,Autumn,,,41
RU_0168,18/10/2024,Russia,Kazan,0.0,41,0,101,None,Dfb,Continental,Forest,0.0,5.4,166,Autumn,137549,0,53
RU_0169,19/10/2024,Russia,Moscow,-0.3,79,0,109,None,Dfb,Continental,Forest,-0.3,3.2,173,Autumn,1696706,2188,40
RU_0170,20/10/2024,Russia,Saint Petersburg,1.4,84,0.3,,,Dfb,Continental,Taiga,1.4,3.7,74,Autumn,388094,0,NA
RU_0171,21/10/2024,Russia,Kazan,7.8,36,25.0,108,None,Dfb,Continental,Forest,7.8,8.2,195,Autumn,115348,26768,62
RU_0172,22/10/2024,Russia,Moscow,-1.5,60,0.2,92,Flood,Dfc,Continental,Forest,-1.5,5.2,259,Autumn,5086875,1645526,58
RU_0173,23/10/2024,Russia,Saint Petersburg,6.1,45,0,109,None,Dfc,Continental,Urban,6.1,11.6,86,Autumn,690070,0,49
RU_0174,24/10/2024,Russia,Kazan,1.3,72,0,76,None,Dfc,Continental,Forest,1.3,11.6,217,Autumn,87912,0,42
RU_0175,25/10/2024,Russia,Moscow,2.7,NA,5.0,74,None,Dfb,Continental,Urban,2.7,12.9,255,Autumn,1725368,0,35
RU_0176,26/10/2024,Russia,Saint Petersburg,0.4,79,20.3,96,None,Dfc,Subarctic,Forest,0.4,9.9,117,Autumn,672013,0,64
RU_0177,27/10/2024,Russia,Kazan,-1.9,54,0,71,Flood,Dfb,Subarctic,Urban,-1.9,11.8,243,Autumn,315080,0,60
RU_0178,28/10/2024,Russia,Moscow,-1.1,36,0,100,Flood,Dfc,Subarctic,Urban,-1.1,6.7,147,Autumn,1829511,218214,63
RU_0179,29/10/2024,Russia,Saint Petersburg,,,2.4,98,None,Dfc,Continental,Urban,7.7,,321,Autumn,670364,0,40
RU_0180,30/10/2024,Russia,Kazan,4.0,53,0,71,None,Dfc,Continental,Urban,4.0,13.1,350,Autumn,94635,0,64
RU_0181,31/10/2024,Russia,Moscow,3.7,,0,107,None,Dfc,Continental,Taiga,3.7,7.5,28,Autumn,1510373,0,
RU_0182,1/11/2024,Russia,Saint Petersburg,2.3,45,4.5,92,None,Dfb,Subarctic,Taiga,2.3,13.3,358,Autumn,308411,0,60
RU_0183,2/11/2024,Russia,Kazan,0.9,63,0,115,Storm,Dfc,Continental,Urban,0.9,20.2,347,Autumn,516348,466205,47
RU_0184,3/11/2024,Russia,Moscow,0.2,36,4.4,115,None,Dfc,Subarctic,Forest,0.2,5.2,250,Autumn,900415,0,55
RU_0185,4/11/2024,Russia,Saint Petersburg,4.7,77,1.7,69,None,Dfb,Subarctic,Taiga,4.7,8.9,138,Autumn,276609,0,46
