Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
KZ_0037,9/6/2024,Kazakhstan,Almaty,27.2,68,0,114,NA,BSk,Semi-arid,Grassland,29.0,3.0,161,Summer,"132,345",,61
KZ_0038,10/6/2024,Kazakhstan,Astana,,39,1.6,64,,Dfa,Semi-arid,Urban,37.1,11.3,216,Summer,,123045,59
KZ_0039,11/6/2024,Kazakhstan,Shymkent,,42,0,71,,,Continental,Urban,37.4,9.9,135,Summer,76098,0,59
KZ_0040,12/6/2024,Kazakhstan,Almaty,30.3,60,0,57,None,Dfa,Semi-arid,Urban,33.4,3.6,233,Summer,160697,0,60
KZ_0041,13/6/2024,Kazakhstan,Astana,31.5,51,4.9,82,None,Dfa,Semi-arid,Grassland,33.7,14.3,73,Summer,119301,49050,35
KZ_0042,14/6/2024,Kazakhstan,Shymkent,29.9,47,0,104,None,Dfa,Semi-arid,Steppe,30.5,9.7,37,Summer,89894,0,47
KZ_0043,15/6/2024,Kazakhstan,Almaty,30.1,46,0,104,None,BSk,Continental,Urban,30.6,14.6,242,Summer,229790,0,54
KZ_0044,16/6/2024,Kazakhstan,Astana,31.4,78,0,59,Drought,BSk,Semi-arid,Urban,41.5,10.1,163,Summer,288756,5366,48
KZ_0045,17/6/2024,Kazakhstan,Shymkent,31.9,71,0,108,Heatwave,Dfa,Continental,Urban,40.5,6.6,293,Summer,182162,452693,58
KZ_0046,18/6/2024,Kazakhstan,Almaty,29.4,45,3.0,67,None,Dfa,Semi-arid,Urban,29.6,4.0,100,Summer,139943,0,57
KZ_0047,19/6/2024,Kazakhstan,Astana,26.1,77,NA,,None,BSk,Continental,Urban,26.1,10.7,,Summer,137799,0,45
KZ_0048,20/6/2024,Kazakhstan,Shymkent,33.7,45,0.2,112,None,Dfa,Continental,Steppe,36.2,3.5,341,Summer,116467,3372,57
KZ_0049,2024-06-21,Kazakhstan,Almaty,33.5,40,0,79,None,BSk,Semi-arid,Grassland,34.6,8.4,26,Summer,220713,0,61
KZ_0050,22/6/2024,Kazakhstan,Astana,28.5,49,0,71,None,BSk,Semi-arid,Grassland,28.9,5.2,72,Summer,142655,0,38
KZ_0051,23/6/2024,Kazakhstan,Shymkent,32.5,61,0,88,None,Dfa,Semi-arid,Steppe,38.6,12.8,360,Summer,140463,7220,50
KZ_0052,24/6/2024,Kazakhstan,Almaty,29.6,37,0,71,None,BSk,Semi-arid,Grassland,28.9,8.5,198,Summer,139925,0,51
KZ_0053,25/6/2024,Kazakhstan,Astana,29.6,56,26.3,55,None,BSk,Semi-arid,Urban,31.4,2.1,132,Summer,137893,0,62
KZ_0054,26/6/2024,Kazakhstan,Shymkent,29.9,75,0,87,,Dfa,,Urban,NA,12.8,244,Summer,86262,0,42
KZ_0055,27/6/2024,Kazakhstan,Almaty,34.7,35,1.3,109,None,Dfa,Continental,Urban,35.3,5.5,44,Summer,146584,0,59
KZ_0056,28/6/2024,Kazakhstan,Astana,27.7,58,0.6,52,None,BSk,Semi-arid,Grassland,28.8,3.7,317,Summer,124457,0,42
KZ_0057,29/6/2024,Kazakhstan,Shymkent,30.1,67,5.0,65,None,BSk,Continental,Steppe,34.6,3.4,238,Summer,118300,25102,47
KZ_0058,30/6/2024,Kazakhstan,Almaty,28.3,63,0,86,Heatwave,Dfa,Semi-arid,Grassland,30.3,9.3,9,Summer,447419,44019,65
KZ_0059,1/7/2024,Kazakhstan,Astana,28.1,68,1.7,NA,None,BSk,Semi-arid,Steppe,30.6,5.5,197,Summer,141325,0,63
KZ_0059,1/7/2024,Kazakhstan,Astana,28.1,68,1.7,NA,None,BSk,Semi-arid,Steppe,30.6,5.5,197,Summer,141325,0,63
KZ_0060,2/7/2024,Kazakhstan,Shymkent,28.5,36,2.2,88,Heatwave,BSk,Semi-arid,Grassland,27.8,12.1,328,Summer,456165,0,96
KZ_0061,3/7/2024,Kazakhstan,Almaty,31.3,59,0,111,None,Dfa,Continental,Steppe,35.2,12.8,333,Summer,276889,0,65
KZ_0062,4/7/2024,Kazakhstan,Astana,32.1,83,0,96,None,Dfa,Semi-arid,Urban,46.1,4.6,276,Summer,127598,0,39
KZ_0062,4/7/2024,Kazakhstan,Astana,32.1,83,0,96,None,Dfa,Semi-arid,Urban,46.1,4.6,276,Summer,127598,0,39
KZ_0063,5/7/2024,Kazakhstan,Shymkent,30.9,74,0,76,None,Dfa,Continental,Urban,38.6,11.9,280,Summer,113113,0,59
KZ_0064,6/7/2024,Kazakhstan,Almaty,32.3,64,0,101,None,Dfa,Semi-arid,Urban,39.1,10.3,318,Summer,141171,0,44
KZ_0065,7/7/2024,Kazakhstan,Astana,32.6,48,11.1,63,None,Dfa,Continental,Grassland,35.0,10.4,58,Summer,83801,0,58
KZ_0066,8/7/2024,Kazakhstan,Shymkent,27.9,39,0,93,None,BSk,Semi-arid,Urban,27.5,14.0,227,Summer,75407,0,NA
KZ_0067,9/7/2024,Kazakhstan,Almaty,29.7,83,0,81,None,BSk,Semi-arid,Urban,37.6,3.8,161,Summer,131082,0,45
KZ_0068,10/7/2024,Kazakhstan,Astana,27.9,47,0,75,None,Dfa,Semi-arid,Urban,28.1,11.7,244,Summer,67310,0,42
KZ_0069,11/7/2024,Kazakhstan,Shymkent,NA,79,0,91,None,Dfa,Continental,Steppe,37.1,7.7,72,NA,94624,38232,52
KZ_0070,12/7/2024,Kazakhstan,Almaty,35.0,50,0,71,,Dfa,Continental,Grassland,40.7,4.6,189,,198979,0,46
KZ_0071,13/7/2024,Kazakhstan,Astana,30.0,62,0,66,Drought,BSk,Semi-arid,Steppe,33.2,3.0,101,Summer,238979,479321,64
KZ_0072,14/7/2024,Kazakhstan,Shymkent,26.8,58,0,63,None,BSk,Continental,Urban,26.8,13.9,142,Summer,141443,0,60
KZ_0073,15/7/2024,Kazakhstan,Almaty,33.3,59,0,61,None,BSk,Semi-arid,Steppe,39.9,4.7,133,Summer,"139,532",0,51
KZ_0074,16/7/2024,Kazakhstan,Astana,33.8,53,2.3,98,None,BSk,Continental,Grassland,39.0,5.4,346,Summer,89533,15445,63
KZ_0075,17/7/2024,Kazakhstan,Shymkent,31.2,NA,4.7,97,Storm,BSk,Continental,Steppe,34.0,30.9,321,Summer,"158,365",NA,NA
KZ_0076,18/7/2024,Kazakhstan,Almaty,25.6,46,3.8,83,Drought,Dfa,Semi-arid,Urban,25.6,3.9,23,,709223,NA,44
KZ_0077,19/7/2024,Kazakhstan,Astana,28.8,56,4.1,103,None,Dfa,Continental,Grassland,30.1,3.6,263,Summer,124421,0,49
KZ_0078,20/7/2024,Kazakhstan,Shymkent,26.5,77,0,87,None,Dfa,Semi-arid,Steppe,26.5,14.5,,Summer,104135,0,62
KZ_0078,20/7/2024,Kazakhstan,Shymkent,26.5,77,0,87,None,Dfa,Semi-arid,Steppe,26.5,14.5,,Summer,104135,0,62
KZ_0079,21/7/2024,Kazakhstan,Almaty,27.0,81,0,73,None,NA,Continental,Urban,,4.1,91,Summer,201039,0,64
KZ_0080,22/7/2024,Kazakhstan,Astana,33.1,46,0,63,None,Dfa,Continental,NA,,7.2,31,Summer,NA,0,36
KZ_0081,23/7/2024,Kazakhstan,Shymkent,33.3,59,0,72,None,BSk,Semi-arid,Grassland,39.9,6.5,349,Summer,119081,0,58
KZ_0082,24/7/2024,Kazakhstan,Almaty,25.5,58,0,69,None,BSk,Semi-arid,Grassland,25.5,8.3,148,Summer,242093,0,40
KZ_0083,25/7/2024,Kazakhstan,Astana,27.1,43,0,102,None,Dfa,Continental,Urban,27.1,9.1,60,Summer,87919,0,50
KZ_0084,26/7/2024,Kazakhstan,Shymkent,31.7,84,3.5,62,None,Dfa,Semi-arid,Grassland,45.0,6.5,288,Summer,102028,0,36
KZ_0085,27/7/2024,Kazakhstan,Almaty,29.8,54,0,108,None,Dfa,Continental,Steppe,31.4,13.3,205,Summer,279931,21104,38
KZ_0086,28/7/2024,Kazakhstan,Astana,35.1,78,0,88,None,Dfa,Semi-arid,Grassland,55,8.8,296,Summer,140501,0,48
KZ_0087,29/7/2024,Kazakhstan,Shymkent,34.1,85,0,92,None,BSk,Semi-arid,Grassland,55,8.4,31,Summer,"146,795","36,704",57
KZ_0088,30/7/2024,Kazakhstan,Almaty,28.1,53,17.7,103,None,BSk,Semi-arid,Steppe,28.8,4.9,60,Summer,104299,0,56
KZ_0089,31/7/2024,Kazakhstan,Astana,25.9,,,67,None,Dfa,Continental,,25.9,7.2,229,Summer,117005,0,41
KZ_0089,31/7/2024,Kazakhstan,Astana,25.9,,,67,None,Dfa,Continental,,25.9,7.2,229,Summer,117005,0,41
KZ_0090,1/8/2024,Kazakhstan,Shymkent,25.6,42,1.6,87,None,BSk,Continental,Grassland,25.6,10.0,242,Summer,121093,35894,38
KZ_0091,2/8/2024,Kazakhstan,Almaty,28.7,64,0,60,None,Dfa,Semi-arid,Grassland,31.1,2.4,345,Summer,167396,0,58
KZ_0092,3/8/2024,Kazakhstan,Astana,NA,73,0,85,None,Dfa,,Steppe,40.9,2.2,202,Summer,125869,0,63
KZ_0093,2024-08-04,Kazakhstan,Shymkent,31.8,54,0,69,Heatwave,Dfa,Semi-arid,Steppe,35.0,10.5,121,Summer,174385,85799,54
KZ_0094,5/8/2024,Kazakhstan,Almaty,,,0,81,None,BSk,Continental,Steppe,31.9,2.4,64,NA,292226,0,40
KZ_0095,6/8/2024,Kazakhstan,Astana,32.2,59,0,101,None,BSk,Semi-arid,Grassland,37.2,14.2,177,Summer,92259,0,63
KZ_0095,6/8/2024,Kazakhstan,Astana,32.2,59,0,101,None,BSk,Semi-arid,Grassland,37.2,14.2,177,Summer,92259,0,63
KZ_0096,7/8/2024,Kazakhstan,Shymkent,34.3,59,3.9,78,None,BSk,NA,Grassland,42.6,11.9,301,,59149,0,57
KZ_0097,8/8/2024,Kazakhstan,Almaty,32.6,55,0,61,None,BSk,Semi-arid,Urban,36.9,14.3,252,Summer,251587,22436,60
KZ_0098,9/8/2024,Kazakhstan,Astana,30.6,52,0,106,None,BSk,Semi-arid,Urban,32.3,5.7,68,Summer,115074,0,42
KZ_0099,10/8/2024,Kazakhstan,Shymkent,34.7,41,4.8,70,None,BSk,Semi-arid,Steppe,37.0,10.5,73,Summer,56066,0,50
KZ_0100,11/8/2024,Kazakhstan,Almaty,NA,NA,0,93,None,NA,Semi-arid,Grassland,48.9,14.0,247,Summer,236458,37083,52
KZ_0101,12/8/2024,Kazakhstan,Astana,27.8,81,2.3,88,None,Dfa,Semi-arid,Steppe,31.7,14.1,271,Summer,150659,0,38
KZ_0102,13/8/2024,Kazakhstan,Shymkent,28.6,40,0,84,None,BSk,Semi-arid,Steppe,28.2,2.4,,Summer,79154,0,50
KZ_0103,14/8/2024,Kazakhstan,Almaty,30.7,68,1.0,,NA,Dfa,Continental,Steppe,NA,13.5,220,Summer,247749,0,47
KZ_0104,15/8/2024,Kazakhstan,Astana,33.0,84,0,94,None,Dfa,Continental,Steppe,50.2,5.0,37,Summer,179484,5202,43
KZ_0104,15/8/2024,Kazakhstan,Astana,33.0,84,0,94,None,Dfa,Continental,Steppe,50.2,5.0,37,Summer,179484,5202,43
KZ_0105,16/8/2024,Kazakhstan,Shymkent,32.6,41,0,57,None,Dfa,Semi-arid,Steppe,33.4,9.4,317,Summer,59195,0,37
KZ_0106,17/8/2024,Kazakhstan,Almaty,33.8,70,0,91,None,BSk,Semi-arid,Steppe,46.1,9.9,233,Summer,191208,43634,46
KZ_0107,18/8/2024,Kazakhstan,Astana,27.0,68,0,108,None,Dfa,Continental,Steppe,28.7,8.0,248,Summer,102856,0,45
KZ_0108,19/8/2024,Kazakhstan,Shymkent,30.6,81,11.2,103,Heatwave,BSk,Continental,Urban,39.9,11.2,123,Summer,195496,0,91
KZ_0109,20/8/2024,Kazakhstan,Almaty,31.8,43,0,69,None,BSk,Semi-arid,Steppe,32.5,4.2,240,Summer,229838,0,62
KZ_0110,21/8/2024,Kazakhstan,Astana,31.7,73,1.5,93,None,BSk,Semi-arid,Urban,40.6,8.0,38,Summer,88686,0,52
KZ_0111,22/8/2024,Kazakhstan,Shymkent,27.0,39,0,70,None,BSk,Semi-arid,Steppe,26.8,2.1,159,Summer,83841,0,52
KZ_0112,23/8/2024,Kazakhstan,Almaty,26.9,54,0,111,None,BSk,Continental,Steppe,NA,10.4,NA,Summer,263669,0,40
KZ_0113,24/8/2024,Kazakhstan,Astana,29.1,74,0,99,None,BSk,Continental,Grassland,33.7,7.5,308,Summer,68440,0,47
KZ_0114,25/8/2024,Kazakhstan,Shymkent,34.0,75,0,59,None,BSk,Continental,Steppe,49.4,7.8,345,Summer,73394,0,46
KZ_0115,26/8/2024,Kazakhstan,Almaty,31.5,48,0,97,None,BSk,Semi-arid,Grassland,33.0,2.1,,Summer,242516,29662,53
KZ_0116,27/8/2024,Kazakhstan,Astana,33.7,80,0,81,None,Dfa,Continental,Grassland,51.0,3.6,30,Summer,177066,38499,45
KZ_0117,28/8/2024,Kazakhstan,Shymkent,27.3,58,0,70,None,BSk,Semi-arid,Grassland,28.3,6.6,58,Summer,62227,0,41
KZ_0118,29/8/2024,Kazakhstan,Almaty,30.2,53,3.5,74,None,Dfa,Semi-arid,Grassland,31.9,9.6,213,Summer,"222,303",0,42
KZ_0119,30/8/2024,Kazakhstan,Astana,34.7,73,0,92,None,BSk,Continental,Grassland,NA,9.9,,Summer,,0,54
KZ_0120,31/8/2024,Kazakhstan,Shymkent,27.7,64,2.8,114,None,BSk,Semi-arid,Urban,29.4,6.3,95,Summer,71138,0,53
KZ_0121,1/9/2024,Kazakhstan,Almaty,2.1,68,4.0,70,None,BSk,Semi-arid,Steppe,2.1,5.6,179,Autumn,132451,0,48
KZ_0122,2/9/2024,Kazakhstan,Astana,0.2,81,0,89,None,BSk,Continental,Grassland,0.2,13.9,4,Autumn,67339,0,44
KZ_0123,3/9/2024,Kazakhstan,Shymkent,-0.5,81,3.1,112,None,BSk,Semi-arid,Grassland,,5.6,310,Autumn,83238,0,54
KZ_0124,4/9/2024,Kazakhstan,Almaty,-0.0,77,2.0,95,None,Dfa,Semi-arid,Steppe,-0.0,3.4,301,Autumn,219715,0,63
KZ_0125,5/9/2024,Kazakhstan,Astana,6.9,35,0,98,None,BSk,Continental,Urban,6.9,14.7,47,Autumn,141928,0,44
KZ_0126,6/9/2024,Kazakhstan,Shymkent,-0.8,56,0,113,None,Dfa,Semi-arid,Urban,-0.8,10.8,32,Autumn,109514,0,60
KZ_0127,7/9/2024,Kazakhstan,Almaty,1.5,45,0.6,67,None,BSk,Semi-arid,Urban,1.5,2.8,147,Autumn,216375,19372,60
KZ_0128,8/9/2024,Kazakhstan,Astana,7.0,38,0,63,None,Dfa,Continental,NA,7.0,4.0,164,Autumn,145078,45056,37
KZ_0129,9/9/2024,Kazakhstan,Shymkent,7.3,47,0,107,None,Dfa,Semi-arid,Grassland,7.3,7.8,40,Autumn,99056,0,46
KZ_0130,10/9/2024,Kazakhstan,Almaty,0.8,36,0,117,None,BSk,Semi-arid,Urban,0.8,14.9,37,Autumn,119474,0,41
KZ_0131,11/9/2024,Kazakhstan,Astana,1.8,76,0,89,None,BSk,Continental,Steppe,1.8,4.9,85,Autumn,110700,0,NA
KZ_0132,2024-09-12,Kazakhstan,Shymkent,-1.7,78,0,104,None,BSk,Semi-arid,Steppe,-1.7,8.2,193,Autumn,84029,0,47
KZ_0132,2024-09-12,Kazakhstan,Shymkent,-1.7,78,0,104,None,BSk,Semi-arid,Steppe,-1.7,8.2,193,Autumn,84029,0,47
KZ_0133,13/9/2024,Kazakhstan,Almaty,6.0,55,0,108,None,BSk,Continental,Steppe,6.0,13.7,344,Autumn,163075,35527,52
KZ_0134,14/9/2024,Kazakhstan,Astana,-1.8,60,0,91,Storm,Dfa,Continental,Grassland,-1.8,30.7,285,Autumn,191335,1096527,61
KZ_0135,15/9/2024,Kazakhstan,Shymkent,3.3,71,4.3,98,None,BSk,Semi-arid,Steppe,3.3,10.7,203,Autumn,136259,0,36
KZ_0136,16/9/2024,Kazakhstan,Almaty,0.6,57,0,101,None,Dfa,Semi-arid,Grassland,0.6,7.2,261,Autumn,250785,21213,62
KZ_0137,2024-09-17,Kazakhstan,Astana,6.0,80,0,85,None,Dfa,Continental,Urban,6.0,7.6,14,Autumn,106877,19378,36
KZ_0138,18/9/2024,Kazakhstan,Shymkent,0.0,53,16.8,112,None,Dfa,Continental,NA,NA,6.0,153,Autumn,106987,NA,61
KZ_0139,19/9/2024,Kazakhstan,Almaty,0.5,84,3.8,103,None,BSk,Semi-arid,Grassland,0.5,8.4,170,Autumn,117747,0,40
KZ_0140,20/9/2024,Kazakhstan,Astana,2.5,73,0,66,None,BSk,Continental,Grassland,2.5,5.6,190,Autumn,69788,0,65
KZ_0141,21/9/2024,Kazakhstan,Shymkent,3.1,52,28.3,94,None,Dfa,NA,Grassland,3.1,4.1,138,Autumn,52064,NA,
KZ_0142,22/9/2024,Kazakhstan,Almaty,1.8,71,0,78,None,Dfa,Semi-arid,Urban,1.8,12.9,180,Autumn,250542,0,61
KZ_0143,23/9/2024,Kazakhstan,Astana,2.3,47,2.5,NA,None,Dfa,Continental,Grassland,,6.1,286,Autumn,133549,NA,38
KZ_0144,24/9/2024,Kazakhstan,Shymkent,7.0,78,1.7,82,None,Dfa,Semi-arid,Steppe,7.0,8.5,9,Autumn,"61,968",0,46
KZ_0145,25/9/2024,Kazakhstan,Almaty,2.1,66,0,96,None,BSk,Semi-arid,Urban,2.1,8.8,351,Autumn,289949,0,46
KZ_0146,26/9/2024,Kazakhstan,Astana,1.2,57,0,87,None,Dfa,Semi-arid,Urban,1.2,9.7,23,Autumn,179781,0,38
KZ_0147,27/9/2024,Kazakhstan,Shymkent,-0.0,76,0,74,None,Dfa,Continental,Grassland,-0.0,8.1,185,Autumn,143092,0,55
KZ_0148,28/9/2024,Kazakhstan,Almaty,6.6,37,0,107,None,Dfa,Continental,Urban,6.6,6.7,316,Autumn,158377,0,61
KZ_0148,28/9/2024,Kazakhstan,Almaty,6.6,37,0,107,None,Dfa,Continental,Urban,6.6,6.7,316,Autumn,158377,0,61
KZ_0149,29/9/2024,Kazakhstan,Astana,4.7,84,7.6,93,Flood,BSk,Continental,Steppe,4.7,3.4,233,Autumn,231746,242274,72
KZ_0150,30/9/2024,Kazakhstan,Shymkent,4.9,,0,100,Storm,BSk,Continental,Grassland,4.9,15.7,184,Autumn,441423,NA,NA
KZ_0151,1/10/2024,Kazakhstan,Almaty,6.8,54,0,106,Flood,BSk,Continental,Grassland,6.8,4.0,354,Autumn,354350,46442,94
KZ_0152,2/10/2024,Kazakhstan,Astana,7.7,80,0,90,None,Dfa,Continental,Grassland,7.7,,,Autumn,90553,0,65
KZ_0153,2024-10-03,Kazakhstan,Shymkent,-0.5,64,22.7,78,None,BSk,Semi-arid,Grassland,-0.5,12.2,178,Autumn,,29115,62
KZ_0154,4/10/2024,Kazakhstan,Almaty,4.9,37,1.3,79,None,BSk,Continental,Grassland,4.9,4.0,346,Autumn,293263,0,49
KZ_0155,5/10/2024,Kazakhstan,Astana,1.2,43,26.3,83,None,BSk,Semi-arid,Grassland,1.2,7.0,125,Autumn,108274,0,52
KZ_0156,6/10/2024,Kazakhstan,Shymkent,-1.5,62,0,86,Storm,BSk,Semi-arid,Steppe,-1.5,33.3,209,Autumn,223727,0,91
KZ_0157,7/10/2024,Kazakhstan,Almaty,2.9,66,0,112,None,Dfa,Semi-arid,Urban,NA,NA,,Autumn,228907,0,40
KZ_0158,8/10/2024,Kazakhstan,Astana,8.0,58,3.2,80,None,BSk,Continental,Urban,8.0,9.4,342,Autumn,74407,0,40
KZ_0159,9/10/2024,Kazakhstan,Shymkent,0.9,79,20.2,74,None,BSk,Semi-arid,Urban,0.9,6.1,209,Autumn,118260,0,59
KZ_0160,10/10/2024,Kazakhstan,Almaty,-1.9,69,1.7,101,None,Dfa,Continental,Steppe,-1.9,2.6,3,Autumn,244034,0,35
KZ_0161,11/10/2024,Kazakhstan,Astana,2.0,70,0,104,None,Dfa,Continental,Grassland,2.0,5.8,275,Autumn,102635,0,56
KZ_0162,12/10/2024,Kazakhstan,Shymkent,-1.7,40,0,114,None,Dfa,Semi-arid,Grassland,-1.7,12.1,282,Autumn,142756,0,46
KZ_0163,13/10/2024,Kazakhstan,Almaty,-0.8,54,0,113,None,BSk,Continental,Steppe,-0.8,11.0,107,Autumn,210034,0,50
KZ_0164,14/10/2024,Kazakhstan,Astana,,66,0,78,Flood,BSk,Continental,Urban,4.7,11.8,238,Autumn,"503,216","275,502",61
KZ_0165,15/10/2024,Kazakhstan,Shymkent,7.2,79,0,84,None,Dfa,Continental,Steppe,7.2,8.4,345,Autumn,118660,0,38
KZ_0166,16/10/2024,Kazakhstan,Almaty,1.3,NA,3.2,67,None,BSk,NA,Grassland,1.3,13.5,179,Autumn,,0,52
KZ_0167,17/10/2024,Kazakhstan,Astana,5.6,70,0,76,None,BSk,Continental,Steppe,5.6,5.5,98,Autumn,116729,0,54
KZ_0168,18/10/2024,Kazakhstan,Shymkent,-0.1,74,2.3,74,None,Dfa,Continental,Steppe,-0.1,,91,Autumn,70057,0,58
KZ_0169,19/10/2024,Kazakhstan,Almaty,-0.4,65,1.9,64,None,Dfa,Semi-arid,Urban,-0.4,4.1,185,Autumn,190883,0,60
KZ_0170,20/10/2024,Kazakhstan,Astana,5.3,50,0,73,None,BSk,Continental,Grassland,5.3,7.9,6,Autumn,135718,0,37
KZ_0171,21/10/2024,Kazakhstan,Shymkent,7.4,84,0,65,Storm,Dfa,Semi-arid,Urban,7.4,34.1,102,Autumn,207445,581243,37
KZ_0171,21/10/2024,Kazakhstan,Shymkent,7.4,84,0,65,Storm,Dfa,Semi-arid,Urban,7.4,34.1,102,Autumn,207445,581243,37
